p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,objective,actually_measured,lookahead,model_name,acquisition_function
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,128,512,128, , , , ,-74.459336,True,0,GaussianProcessRegressor(kernel=RBF(length_scale=1)),ei
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,256,256,#pragma clang loop(j2) pack array(C) allocate(malloc), ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,-78.49873066666666,True,0,GaussianProcessRegressor(kernel=RBF(length_scale=1)),ei
 , , ,2048,32,20,#pragma clang loop(j2) pack array(C) allocate(malloc), ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,-5.354518333333332,True,0,GaussianProcessRegressor(kernel=RBF(length_scale=1)),ei
 , , ,20,256,100,#pragma clang loop(j2) pack array(C) allocate(malloc), , , ,-71.27669083333333,True,0,GaussianProcessRegressor(kernel=RBF(length_scale=1)),ei
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,32,256, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),-78.63240499999999,True,0,GaussianProcessRegressor(kernel=RBF(length_scale=1)),ei
 , , ,8,1024,8, , ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,-3.0674165,True,0,GaussianProcessRegressor(kernel=RBF(length_scale=1)),ei
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,8,512,16, , ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,-12.031947833333334,True,0,GaussianProcessRegressor(kernel=RBF(length_scale=1)),ei
 , , ,8,1024,8,#pragma clang loop(j2) pack array(C) allocate(malloc), , , ,-3.206406047124972,False,1,GaussianProcessRegressor(kernel=RBF(length_scale=1)),ei
 , , ,16,1024,8,#pragma clang loop(j2) pack array(C) allocate(malloc), ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,-2.680218664399579,False,1,GaussianProcessRegressor(kernel=RBF(length_scale=1)),ei
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,16,1024,8,#pragma clang loop(j2) pack array(C) allocate(malloc), ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,-2.6858833333333334,True,0,GaussianProcessRegressor(kernel=RBF(length_scale=1)),ei
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,16,1024,8,#pragma clang loop(j2) pack array(C) allocate(malloc), , , ,-2.6854704999999996,True,0,GaussianProcessRegressor(kernel=RBF(length_scale=1)),ei
 , , ,8,512,16, ,#pragma clang loop(i1) pack array(D) allocate(malloc), , ,-16.108067833333333,True,0,GaussianProcessRegressor(kernel=RBF(length_scale=1)),ei
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,16,20,#pragma clang loop(j2) pack array(C) allocate(malloc), ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),-9.6498495,True,0,GaussianProcessRegressor(kernel=RBF(length_scale=1)),ei
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,50,256,20, , ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),-8.816269500000002,True,0,GaussianProcessRegressor(kernel=RBF(length_scale=1)),ei
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,16,512,8,#pragma clang loop(j2) pack array(C) allocate(malloc), ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,-2.6723738422638377,False,1,"GaussianProcessRegressor(kernel=RationalQuadratic(alpha=1, length_scale=1))",ei
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,16,512,8,#pragma clang loop(j2) pack array(C) allocate(malloc), , , ,-7.521761463798558,False,1,"GaussianProcessRegressor(kernel=RationalQuadratic(alpha=1, length_scale=1))",ei
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,8,512,8,#pragma clang loop(j2) pack array(C) allocate(malloc), ,#pragma clang loop(j2) pack array(E) allocate(malloc), ,-12.245830049104944,False,1,"GaussianProcessRegressor(kernel=RationalQuadratic(alpha=1, length_scale=1))",ei
 , , ,16,100,16,#pragma clang loop(j2) pack array(C) allocate(malloc),#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc), ,-6.3306333817347635,False,1,GaussianProcessRegressor(kernel=RBF(length_scale=1)),ei
 , , ,16,1024,8,#pragma clang loop(j2) pack array(C) allocate(malloc), , , ,-2.8990989002896828,False,1,GaussianProcessRegressor(kernel=RBF(length_scale=1)),ei
 , , ,16,2048,8,#pragma clang loop(j2) pack array(C) allocate(malloc), , , ,-4.873845618973531,False,1,GaussianProcessRegressor(kernel=RBF(length_scale=1)),ei
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,1024,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , , ,-5.133436500000001,True,0,GaussianProcessRegressor(kernel=RBF(length_scale=1)),ei
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,16,128,8,#pragma clang loop(j2) pack array(C) allocate(malloc),#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),-7.923582499999999,True,0,GaussianProcessRegressor(kernel=RBF(length_scale=1)),ei
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,64,2048,4, ,#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),-13.572190333333333,True,0,GaussianProcessRegressor(kernel=RBF(length_scale=1)),ei
